gene_id	control_rep1	control_rep2	control_rep3	treat1_rep1	treat1_rep2	treat1_rep3	treat2_rep1	treat2_rep2	treat2_rep3
ENSG00000104805:NUCB1	8	20	4	22	8	6	2	0	5
ENSG00000118600:RXYLT1	3938	5212	4206	4323	3590	3421	14306	18585	20849
ENSG00000138162:TACC2	757	843	759	1274	814	926	633	557	601
ENSG00000168631:MUCL3	964	1074	1060	1533	1228	1191	1223	1106	1162
ENSG00000204131:NHSL2	2294	2530	2429	3658	2699	2787	3044	2885	3248
ENSG00000117586:TNFSF4	439	478	462	561	483	465	143	142	186
ENSG00000189052:CGB5	2523	2895	2413	4461	3210	3437	2738	2855	3307
ENSG00000275954:TBC1D3F	169	208	184	348	216	254	623	703	676
ENSG00000187860:CCDC157	1086	1081	1036	1500	1045	1126	882	1161	1275
ENSG00000145863:GABRA6	1497	1496	1495	2084	1501	1636	1829	1845	1913
ENSG00000143549:TPM3	172	158	175	212	154	149	69	41	56
ENSG00000270672:MTRNR2L6	7322	7861	6966	12251	8839	9134	6931	7028	7648
ENSG00000139233:LLPH	3560	4170	3626	6173	4542	4523	4166	4193	5075
ENSG00000068120:COASY	2298	2429	2383	3671	2610	2692	1669	1948	2118
ENSG00000124089:MC3R	773	808	719	1072	856	864	500	584	598
ENSG00000221867:MAGEA3	3230	3156	2924	5105	3525	3399	3367	3386	3374
ENSG00000009954:BAZ1B	2527	2958	2558	3892	2772	2940	3797	3943	4467
ENSG00000125999:BPIFB1	719	859	761	1171	839	936	516	591	652
ENSG00000175868:CALCB	860	966	798	1231	985	914	589	687	677
ENSG00000153048:CARHSP1	232	211	166	295	202	214	160	160	160
ENSG00000064652:SNX24	939	1035	948	1603	1011	1071	749	652	871
ENSG00000214063:TSPAN4	5142	5597	5122	8055	5828	6101	5274	5522	6147
ENSG00000227488:GAGE12D	429	367	394	499	340	398	157	165	167
ENSG00000203995:ZYG11A	6851	6931	6933	10079	6819	7076	4980	5019	4923
ENSG00000197712:FAM114A1	1057	1187	1116	1074	764	859	384	446	473
ENSG00000196433:ASMT	5749	6254	5541	9250	6045	6576	5396	5431	5659
ENSG00000135916:ITM2C	1066	1127	1055	1626	1130	1145	654	744	788
ENSG00000148481:MINDY3	3220	3321	3237	4216	2854	3089	1414	1696	1792
ENSG00000214652:ZNF727	29	24	27	32	15	27	8	18	16
ENSG00000196990:FAM163B	69	65	65	98	56	59	20	34	22
ENSG00000072736:NFATC3	4055	4315	3978	4920	3481	3551	3911	4684	4998
ENSG00000170456:DENND5B	6196	6439	6136	8775	6472	6303	5890	5662	5759
ENSG00000166348:USP54	1984	2189	2043	2745	1905	2072	1246	1417	1642
ENSG00000174776:WDR49	3642	3899	3450	5576	4098	4000	3378	3266	3891
ENSG00000276085:CCL3L3	2614	2927	2425	4799	3258	3496	2691	2721	3136
ENSG00000171262:FAM98B	1745	1847	1617	3060	1989	2184	860	983	1200
ENSG00000176049:JAKMIP2	926	981	905	1203	813	785	524	640	674
ENSG00000160349:LCN1	165	160	174	177	136	140	74	78	79
ENSG00000169727:GPS1	12	19	19	28	23	15	14	11	14
ENSG00000221989:OR2A2	2120	2352	2160	2784	2026	2021	2336	2498	2756
ENSG00000128606:LRRC17	148	179	177	217	132	150	425	486	516
ENSG00000243284:VSIG8	1426	1536	1506	1584	1118	1221	861	1161	1302
ENSG00000144035:NAT8	254	305	279	264	211	190	235	373	377
ENSG00000167654:ATCAY	8787	9311	8485	12437	8450	8926	9707	9109	9939
ENSG00000204525:HLA-C	12041	14188	12499	18655	13692	13941	10574	10947	11375
ENSG00000257093:DENND11	686	748	705	861	596	667	728	840	986
ENSG00000180938:ZNF572	7467	7577	7357	11958	7803	8252	6912	7065	7389
ENSG00000097046:CDC7	5497	5602	5412	8379	5714	5912	5812	6226	6782
ENSG00000181873:IBA57	917	932	824	1510	986	1059	416	456	598
ENSG00000154080:CHST9	227	272	237	317	253	292	169	198	190
ENSG00000183853:KIRREL1	0	2	2	1	2	0	1	0	2
ENSG00000184205:TSPYL2	187	192	198	230	165	242	245	262	320
ENSG00000105676:ARMC6	6649	8036	6925	8836	6289	6437	7874	8765	9962
ENSG00000176895:OR51A7	90	82	107	118	66	101	15	24	43
ENSG00000138071:ACTR2	126	115	112	169	92	138	36	29	33
ENSG00000010030:ETV7	7973	9047	8404	11997	8606	9015	4949	5226	5705
ENSG00000119314:PTBP3	14958	17464	15172	22284	16016	17010	18463	21927	24484
ENSG00000104660:LEPROTL1	56	45	42	48	33	30	8	9	12
ENSG00000074319:TSG101	164	187	154	207	148	171	109	145	160
ENSG00000142655:PEX14	1769	1915	1842	3121	2342	2307	2068	2370	2557
ENSG00000141068:KSR1	0	1	1	2	0	0	0	0	0
ENSG00000166897:ELFN2	135	163	133	193	176	160	82	82	59
ENSG00000164299:SPZ1	726	694	580	859	659	623	428	408	427
ENSG00000221978:CCNL2	1035	1161	1034	1898	1344	1369	1101	1127	1292
ENSG00000133706:LARS1	13230	14294	13035	19597	13911	13962	11284	10736	11208
ENSG00000187609:EXD3	46	68	32	54	51	55	409	463	414
ENSG00000136939:OR1L4	3841	3829	3869	5322	3597	4068	1670	2061	2335
ENSG00000172270:BSG	7726	8426	7629	9862	6954	7175	5902	6121	6778
ENSG00000180979:LRRC57	2716	2869	2757	3837	2703	2690	2198	2166	2194
ENSG00000196814:MVB12B	175	225	209	368	303	259	92	148	153
ENSG00000153187:HNRNPU	38	51	63	49	39	44	8	28	9
ENSG00000131096:PYY	1048	1136	1064	1031	738	779	298	376	424
ENSG00000131738:KRT33B	1857	2081	1923	2747	2087	2047	2407	2553	2915
ENSG00000148154:UGCG	3753	4409	4075	5905	4234	4412	4948	4925	5247
ENSG00000167799:NUDT8	182	239	211	212	167	194	207	225	224
ENSG00000143217:NECTIN4	479	434	484	549	344	383	416	590	649
ENSG00000173698:ADGRG2	1178	1240	1118	1733	1119	1246	1468	1718	1993
ENSG00000165061:ZMAT4	2	0	0	0	0	0	2	0	0
ENSG00000166311:SMPD1	1606	1778	1622	2439	1907	1896	2543	3059	3373
ENSG00000254126:CD8B2	285	356	336	403	277	317	361	324	331
ENSG00000263715:LINC02210-CRHR1	581	579	591	743	496	456	502	585	607
ENSG00000155249:OR4K1	0	0	0	0	0	0	0	0	0
ENSG00000115282:TTC31	88	98	92	125	99	105	90	90	86
ENSG00000107859:PITX3	1459	1589	1411	2348	1637	1750	1689	1883	2189
ENSG00000128294:TPST2	20	25	14	30	24	18	2	14	5
ENSG00000288520:AL357075.4	0	3	1	4	1	3	1	0	0
ENSG00000169231:THBS3	8	15	16	8	8	8	11	3	14
ENSG00000214732:AL096814.1	0	0	0	0	0	0	0	0	0
ENSG00000111046:MYF6	370	333	328	451	287	353	128	190	184
ENSG00000104863:LIN7B	30	38	32	48	23	29	12	12	10
ENSG00000215174:NLRP2B	0	0	0	0	0	0	0	0	0
ENSG00000109832:DDX25	1	0	0	3	0	3	0	0	0
ENSG00000130303:BST2	416	497	418	657	390	496	479	475	504
ENSG00000134809:TIMM10	1629	1671	1641	2178	1547	1603	1085	1065	977
ENSG00000249471:ZNF324B	23873	24447	23092	35840	24655	25912	29840	29961	32886
ENSG00000136274:NACAD	3072	3209	3176	4971	3745	3850	4302	4084	3890
ENSG00000187398:LUZP2	4159	4629	4318	5604	3871	3839	3405	3755	4058
ENSG00000176953:NFATC2IP	2385	2474	2386	3271	2285	2341	3980	4613	5280
ENSG00000116151:MORN1	70	64	68	66	58	38	22	15	29
ENSG00000175105:ZNF654	5736	6323	5658	8321	6181	6252	9168	9536	10335
ENSG00000183760:ACP7	706	828	814	1261	851	950	1020	1083	1212
ENSG00000067836:ROGDI	2121	2379	2068	3464	2172	2289	2338	2218	2264
ENSG00000164902:PHAX	1069	1089	1069	1809	1344	1305	669	692	706
ENSG00000181958:OR4A15	6658	6326	6554	9558	6121	6976	7790	8330	7770
ENSG00000197889:MEIG1	1564	1399	1354	2142	1406	1484	1335	1245	1143
ENSG00000119913:TECTB	46	61	46	40	38	62	7	28	11
ENSG00000079215:SLC1A3	970	1224	976	1587	1096	1220	1135	1449	1599
ENSG00000173210:ABLIM3	249	304	253	255	158	179	109	125	102
ENSG00000178804:H1-8	2508	2775	2500	3684	2660	2752	1820	1977	2201
ENSG00000136940:PDCL	6654	7318	6952	10311	7112	7575	6538	8103	9240
ENSG00000100504:PYGL	9999	10982	9859	16276	10896	11253	10863	11030	11888
ENSG00000121075:TBX4	794	811	893	1167	697	848	345	435	468
ENSG00000078618:NRDC	631	600	584	888	634	702	465	675	674
ENSG00000050165:DKK3	2018	1980	1907	2788	1967	2134	1952	2250	2533
ENSG00000156650:KAT6B	1147	1214	1179	1450	1088	1035	913	1157	1272
ENSG00000108924:HLF	100	115	115	172	165	134	159	165	179
ENSG00000163702:IL17RC	3160	3367	3001	4830	3440	3714	2543	2685	3204
ENSG00000286239:AC093884.1	56	82	59	48	34	35	12	19	15
ENSG00000132563:REEP2	824	773	805	825	488	598	407	454	409
ENSG00000166922:SCG5	657	715	646	1218	850	908	308	449	491
ENSG00000168070:MAJIN	1937	2085	1845	3077	2194	2032	2350	2283	2374
ENSG00000152214:RIT2	1600	1743	1720	2748	1889	1904	1218	1215	1330
ENSG00000122133:PAEP	63	73	49	80	57	65	19	24	16
ENSG00000134900:TPP2	5585	5766	5427	8563	5997	6396	6267	6005	7073
ENSG00000163001:CFAP36	112	83	95	125	90	94	5	13	17
ENSG00000100060:MFNG	1605	1719	1620	2277	1649	1835	1611	1511	1574
ENSG00000115616:SLC9A2	3216	3671	3399	4746	3206	3331	2343	2498	2695
ENSG00000198818:SFT2D1	97	107	110	149	89	120	65	104	71
ENSG00000113108:APBB3	651	746	765	870	641	683	614	651	679
ENSG00000168779:SHOX2	1699	1831	1821	3080	2147	2223	1883	1921	2071
ENSG00000173175:ADCY5	1347	1487	1463	2006	1291	1552	1556	2235	2418
ENSG00000110887:DAO	730	691	735	1123	762	805	800	760	775
ENSG00000171100:MTM1	1722	1834	1696	2361	1432	1577	782	901	858
ENSG00000172554:SNTG2	7345	8407	7180	11315	8135	8296	9424	9060	10593
ENSG00000187678:SPRY4	829	937	865	1195	846	927	1224	1529	1662
ENSG00000181378:CFAP65	2070	2402	1984	3688	2467	2416	2688	2512	2756
ENSG00000134595:SOX3	1010	1063	1094	1663	1115	1117	869	1027	1177
ENSG00000102984:ZNF821	962	1149	971	1641	1290	1329	1036	1019	1188
ENSG00000196620:UGT2B15	377	466	372	519	426	378	644	575	753
ENSG00000141551:CSNK1D	0	0	0	0	2	0	0	0	0
ENSG00000072401:UBE2D1	0	0	0	0	0	0	0	0	0
ENSG00000168395:ING5	16	6	10	24	10	6	1	1	0
ENSG00000143748:NVL	12169	12895	11796	19899	13261	13763	12130	11952	12749
ENSG00000049247:UTS2	5883	6590	5632	10660	7700	7887	6503	6590	8033
ENSG00000123358:NR4A1	12664	12769	12727	19270	12637	13686	14831	14832	13916
ENSG00000075188:NUP37	37	30	44	54	25	18	14	11	9
ENSG00000108039:XPNPEP1	10369	11932	10906	11613	8326	8927	12855	13981	14853
ENSG00000196950:SLC39A10	108	77	86	100	71	69	30	20	25
ENSG00000172115:CYCS	1	0	0	0	0	0	1	0	0
ENSG00000112212:TSPO2	1	1	3	5	1	3	1	3	0
ENSG00000224440:CXorf51A	1927	2165	1920	2996	2200	2287	1244	1386	1563
ENSG00000092929:UNC13D	62	64	69	68	55	59	13	15	18
ENSG00000184012:TMPRSS2	61	64	63	95	71	68	11	23	16
ENSG00000131759:RARA	1329	1389	1402	2066	1492	1511	1140	1079	1259
ENSG00000185294:SPPL2C	271	231	218	368	278	296	118	128	98
ENSG00000139219:COL2A1	224	260	247	375	226	271	172	247	217
ENSG00000171408:PDE7B	7873	8903	7842	12703	9001	8900	11397	12212	12838
ENSG00000115486:GGCX	6862	7290	6984	8714	6747	6914	6274	5563	6144
ENSG00000137941:TTLL7	1797	1952	1898	2830	2044	2021	1900	1620	1718
ENSG00000131055:COX4I2	1	0	0	0	0	0	0	1	2
ENSG00000283439:SPEM3	2160	2180	2081	3134	2339	2215	4434	3913	4160
ENSG00000144635:DYNC1LI1	1089	1184	1144	1533	920	1148	403	443	554
ENSG00000128683:GAD1	364	429	420	782	620	564	599	597	709
ENSG00000169688:MT1B	215	195	231	296	199	205	192	156	150
ENSG00000139352:ASCL1	243	259	265	355	252	264	223	233	232
ENSG00000077984:CST7	416	449	419	718	480	526	511	479	557
ENSG00000168131:OR2B2	185	237	216	275	201	213	193	162	170
ENSG00000055732:MCOLN3	1681	1680	1643	1880	1324	1338	349	307	363
ENSG00000171405:XAGE5	1346	1612	1394	2507	1799	1824	1325	1530	1828
ENSG00000137101:CD72	294	278	292	328	212	227	23	42	50
ENSG00000164893:SLC7A13	568	649	629	719	482	531	255	336	378
ENSG00000106868:SUSD1	4589	5279	4864	6799	4979	5287	6299	6491	7022
ENSG00000166959:MS4A8	7	5	9	7	3	12	11	4	4
ENSG00000143373:ZNF687	1408	1434	1435	1770	1253	1347	850	966	1011
ENSG00000231887:PRH1	272	313	304	331	243	288	110	102	122
ENSG00000124762:CDKN1A	22	36	49	42	37	28	34	53	70
ENSG00000091181:IL5RA	214	226	264	301	218	184	537	624	622
ENSG00000101132:PFDN4	0	0	0	0	0	0	0	0	0
ENSG00000196208:GREB1	0	0	0	0	0	0	0	0	0
ENSG00000167346:MMP26	0	0	0	4	0	0	0	0	1
ENSG00000185737:NRG3	3433	3447	3541	5080	3423	3581	2927	2771	2961
ENSG00000205835:GMNC	98	86	83	105	65	77	98	95	114
ENSG00000164989:CCDC171	17	12	10	17	12	6	6	5	1
ENSG00000149735:GPHA2	946	1128	978	1807	1407	1448	700	714	883
ENSG00000153395:LPCAT1	76	72	81	93	64	39	89	85	97
ENSG00000182985:CADM1	1284	1570	1231	1950	1452	1564	1302	1261	1520
ENSG00000099995:SF3A1	56706	62456	57978	83992	58599	60698	61313	64150	71804
ENSG00000124743:KLHL31	348	352	357	406	278	308	17	12	33
ENSG00000174837:ADGRE1	5360	5719	5615	7798	5570	6026	5384	6544	7318
ENSG00000183762:KREMEN1	262	248	191	396	242	246	253	233	234
ENSG00000106400:ZNHIT1	2	0	0	0	1	0	0	0	0
ENSG00000173227:SYT12	161	168	182	193	120	139	42	47	40
ENSG00000168314:MOBP	764	839	760	1149	807	867	509	508	539
ENSG00000278677:H2AC17	240	294	254	332	244	240	307	306	333
ENSG00000134049:IER3IP1	341	409	411	525	445	437	395	461	540
ENSG00000204548:DEFB121	3989	4565	4391	5900	4138	4390	5819	6190	6722
ENSG00000176293:ZNF135	81	83	78	114	80	103	25	26	66
ENSG00000170379:TCAF2	2009	2252	2031	3239	2229	2424	4315	4820	5422
ENSG00000160219:GAB3	35	43	37	57	50	37	25	10	15
ENSG00000115128:SF3B6	2	2	2	3	3	3	0	0	1
ENSG00000185940:KRTAP5-5	7	5	4	13	22	3	0	0	0
ENSG00000181031:RPH3AL	71	100	70	97	55	67	45	45	66
ENSG00000179431:FJX1	8	9	12	18	3	16	18	3	5
ENSG00000175662:TOM1L2	6313	6662	6281	8792	6325	6738	5267	6111	6652
ENSG00000186645:SPDYE17	1128	1260	1208	1410	1058	1042	1762	2200	2285
ENSG00000130475:FCHO1	1088	1182	1055	1598	1284	1341	1376	1413	1576
ENSG00000214078:CPNE1	1187	1192	1193	1719	1093	1196	1143	1389	1384
ENSG00000162727:OR2M5	429	497	487	679	468	469	358	450	449
ENSG00000055955:ITIH4	11569	11941	11457	14736	10156	10568	7586	9097	9209
ENSG00000117226:GBP3	0	0	0	0	0	0	0	0	0
ENSG00000078177:N4BP2	1757	1898	1736	2536	1600	1864	1801	1842	2197
ENSG00000154957:ZNF18	151	127	139	187	121	151	100	136	117
ENSG00000162032:SPSB3	103	118	120	173	85	105	51	59	64
ENSG00000079999:KEAP1	1012	1093	1005	1457	996	1124	1277	1419	1620
ENSG00000171224:FAM241B	943	1147	990	1506	1100	1122	1914	1969	2303
ENSG00000132677:RHBG	2660	3055	2738	4473	3265	3512	3563	4186	4735
ENSG00000177169:ULK1	2914	3271	3004	4123	3066	3184	2088	2675	2998
ENSG00000139269:INHBE	258	260	254	411	223	299	115	140	165
ENSG00000152147:GEMIN6	316	327	351	414	292	327	206	211	232
ENSG00000139668:WDFY2	0	0	0	0	0	0	0	0	0
ENSG00000129295:LRRC6	4	0	5	7	2	7	0	0	0
ENSG00000136986:DERL1	1379	1666	1473	2272	1583	1692	1382	1600	1865
ENSG00000123094:RASSF8	2066	2126	2034	2668	1970	2208	1611	1974	2157
ENSG00000050438:SLC4A8	3532	4102	3636	5694	4221	4253	2877	3119	3363
ENSG00000185385:OR7A17	427	471	539	593	403	411	209	322	259
ENSG00000186788:SPATA31D3	40	44	40	22	19	36	32	44	44
ENSG00000183454:GRIN2A	5645	6203	5701	7452	5450	5631	3162	3248	3637
ENSG00000101977:MCF2	54815	59898	51339	94208	66144	67483	38659	40034	46878
ENSG00000272414:FAM47E-STBD1	78	71	56	66	48	63	12	27	31
ENSG00000172893:DHCR7	717	763	716	1083	760	767	760	943	1043
ENSG00000123575:FAM199X	10	11	11	7	6	1	4	7	10
ENSG00000228856:USP17L30	234	246	239	301	200	216	439	494	531
ENSG00000188389:PDCD1	85	63	60	105	37	49	27	30	40
ENSG00000131626:PPFIA1	1291	1388	1288	1847	1355	1366	1191	1044	1206
ENSG00000167004:PDIA3	1096	1227	1135	1695	1094	1194	1321	1599	1697
ENSG00000185420:SMYD3	1558	1954	1656	2691	2041	2071	2243	2542	3136
ENSG00000213523:SRA1	192	190	181	231	185	195	138	159	144
ENSG00000183128:CALHM3	42	32	48	60	60	50	8	11	8
ENSG00000170899:GSTA4	103	128	89	166	84	99	78	72	72
ENSG00000042286:AIFM2	0	0	0	0	0	0	0	0	0
ENSG00000162572:SCNN1D	658	624	607	844	643	645	749	832	936
ENSG00000118307:CASC1	433	507	458	603	414	466	307	382	378
ENSG00000145192:AHSG	102	94	84	103	65	68	41	45	44
ENSG00000285708:AC097634.4	543	599	556	758	595	616	536	514	523
ENSG00000276293:PIP4K2B	25605	28130	24596	40168	27097	29110	30309	30119	34601
ENSG00000283977:AC084337.2	5117	5553	4989	7676	5525	6102	3268	3423	3884
ENSG00000005801:ZNF195	21952	25238	21859	39753	26426	28777	22876	21402	24230
ENSG00000111785:RIC8B	74	50	50	88	58	55	45	44	39
ENSG00000108561:C1QBP	4878	5218	4965	8324	5647	6074	3484	3444	3634
ENSG00000197776:KLHDC1	1071	1262	1201	1913	1472	1495	1222	1267	1357
ENSG00000254737:OR10G4	826	883	740	983	762	709	459	430	361
ENSG00000136002:ARHGEF4	3453	3526	3424	4837	3425	3615	2780	3259	3586
ENSG00000165182:CXorf58	910	1034	891	1806	1295	1415	1886	2066	2196
ENSG00000188817:SNTN	0	0	0	0	0	0	0	0	0
ENSG00000204220:PFDN6	22	10	14	16	11	12	29	29	30
ENSG00000107882:SUFU	0	0	0	0	0	0	0	0	0
ENSG00000137494:ANKRD42	2657	3136	2849	3822	2754	2964	1814	1987	2162
ENSG00000196584:XRCC2	124	120	127	158	125	128	39	36	24
ENSG00000136153:LMO7	1620	1791	1762	2740	1762	1948	1038	1135	1244
ENSG00000182196:ARL6IP4	3555	3976	3759	5322	3826	3841	3895	4799	5072
ENSG00000125449:ARMC7	10994	12326	10355	18884	13288	13351	10951	12308	14018
ENSG00000115524:SF3B1	1096	1232	1091	1700	1141	1193	1021	1006	1119
ENSG00000129680:MAP7D3	141	196	192	270	170	236	125	132	136
ENSG00000173193:PARP14	38	41	37	67	48	56	8	10	9
ENSG00000020129:NCDN	0	1	2	2	2	3	0	0	0
ENSG00000182492:BGN	0	0	0	0	0	0	0	0	0
ENSG00000165424:ZCCHC24	531	542	510	857	600	653	408	447	449
ENSG00000261371:PECAM1	122	147	135	253	147	151	223	228	265
ENSG00000164600:NEUROD6	3438	3754	3422	5490	3998	4122	3136	3108	3227
ENSG00000184465:WDR27	2	1	1	3	10	0	2	2	1
ENSG00000114796:KLHL24	3115	3129	3025	5129	3531	3686	3682	3689	3507
ENSG00000160799:CCDC12	2	5	2	2	1	3	0	0	0
ENSG00000104964:TLE5	2	0	1	1	0	2	0	0	0
ENSG00000214026:MRPL23	36	44	48	64	38	32	81	56	84
ENSG00000214891:TRIM64C	1	0	0	0	0	0	0	0	0
ENSG00000067369:TP53BP1	0	0	0	0	0	0	0	0	0
ENSG00000146216:TTBK1	5	4	4	6	9	2	9	2	6
ENSG00000237440:ZNF737	10	8	13	14	9	16	2	5	7
ENSG00000127948:POR	2436	2622	2398	3356	2280	2410	1883	1740	1983
ENSG00000101337:TM9SF4	2833	3031	2854	5303	3903	3776	4427	4036	4232
ENSG00000162521:RBBP4	14	32	17	36	29	20	7	18	11
ENSG00000068366:ACSL4	80	99	85	117	59	54	18	30	35
ENSG00000163534:FCRL1	170	206	188	245	186	189	103	131	124
ENSG00000111845:PAK1IP1	8	4	5	17	7	12	2	2	5
ENSG00000221931:OR6X1	416	377	412	551	396	370	174	179	204
ENSG00000233198:RNF224	10	7	4	15	6	10	5	1	1
ENSG00000159648:TEPP	142	191	159	249	193	228	90	104	108
ENSG00000197226:TBC1D9B	28	19	16	17	22	7	5	6	1
ENSG00000230873:STMND1	1	1	2	2	1	2	0	0	0
ENSG00000162975:KCNF1	1794	1976	1734	2567	1900	1899	1379	1320	1582
ENSG00000204347:BTBD17	17	10	8	18	22	14	18	29	25
ENSG00000286095:SPEGNB	0	0	1	0	0	0	4	3	5
ENSG00000073614:KDM5A	3421	3649	3473	3858	2956	2777	3684	3197	3362
ENSG00000265690:AC074143.1	460	430	473	372	287	305	117	110	129
ENSG00000175866:BAIAP2	3418	3589	3217	4439	3222	2832	2772	2394	2729
ENSG00000112079:STK38	7365	7670	7231	10712	7684	7784	6365	6014	6165
ENSG00000198873:GRK5	8931	9789	8951	13795	9880	10070	10102	9762	10512
ENSG00000125378:BMP4	5717	5884	5719	7897	5492	5483	4418	4293	4064
ENSG00000196240:OR2T2	562	615	600	659	487	471	620	682	607
ENSG00000138944:SHISAL1	0	0	0	0	0	0	0	0	0
ENSG00000101938:CHRDL1	84	103	73	141	99	109	68	76	105
ENSG00000272617:AC026464.6	4887	5219	4866	8472	5903	5723	4344	4246	4284
ENSG00000277726:AL109811.3	1405	1477	1506	2221	1604	1616	1459	1302	1342
ENSG00000258289:CHURC1	1796	1915	1830	2227	1680	1714	1537	1792	1987
ENSG00000180383:DEFB124	1785	1977	1816	2793	1960	2087	2902	2803	2910
ENSG00000124466:LYPD3	2775	3141	2930	4617	3226	3392	3591	3457	3725
ENSG00000104231:ZFAND1	2981	2838	2976	4174	3106	3043	2403	2081	1995
ENSG00000132740:IGHMBP2	1038	1076	1050	1218	957	970	779	866	935
ENSG00000173826:KCNH6	37	46	40	44	36	38	44	39	42
ENSG00000169884:WNT10B	2589	2815	2750	3735	2656	2679	2605	2715	2921
ENSG00000102174:PHEX	2367	2241	2319	3083	2253	2126	2055	1893	1669
ENSG00000255339:AL133352.1	765	721	704	1019	701	728	305	270	264
ENSG00000130517:PGPEP1	119	137	134	158	96	117	9	11	16
ENSG00000151882:CCL28	2244	2453	2261	3512	2745	2487	2259	2147	2013
ENSG00000196993:NPIPB9	62	53	64	54	40	40	27	14	54
ENSG00000135506:OS9	9	9	3	9	3	7	5	0	2
ENSG00000077463:SIRT6	1692	1908	1678	2251	1671	1647	1005	1009	1109
ENSG00000177868:SVBP	1216	1410	1258	1905	1463	1549	975	1054	1227
ENSG00000180035:ZNF48	1505	1733	1454	2519	1747	1737	2321	2176	2296
ENSG00000108479:GALK1	4821	5105	5090	5772	3577	4008	3219	3254	3145
ENSG00000144746:ARL6IP5	0	3	0	7	3	3	3	3	0
ENSG00000131791:PRKAB2	34	22	34	61	33	31	7	14	14
ENSG00000213218:CSH2	4272	4335	4385	6030	4337	4418	5386	4807	4830
ENSG00000179593:ALOX15B	613	740	639	1037	791	817	590	557	656
ENSG00000185899:TAS2R60	5	1	11	11	7	5	0	0	0
ENSG00000178852:EFCAB13	954	1062	902	1736	1207	1136	633	684	766
ENSG00000160716:CHRNB2	1541	1645	1520	2206	1571	1893	1135	1245	1319
ENSG00000084110:HAL	0	3	0	1	0	0	0	0	0
ENSG00000131620:ANO1	3044	3195	3024	4587	3416	3444	3460	3574	3885
ENSG00000051009:FAM160A2	789	845	824	1187	731	811	523	580	594
ENSG00000197299:BLM	1	1	3	1	0	1	0	0	2
ENSG00000184047:DIABLO	0	0	1	0	2	0	0	0	0
ENSG00000185634:SHC4	842	857	846	1316	839	900	514	543	589
ENSG00000072415:MPP5	3467	3851	3641	5479	3988	4229	3792	4211	4796
ENSG00000162641:AKNAD1	5826	6285	5803	8743	6095	6231	5711	6568	7215
ENSG00000255192:NANOGP8	303	335	346	442	343	325	211	255	252
ENSG00000033122:LRRC7	9	9	8	18	14	16	2	8	5
ENSG00000187266:EPOR	13	14	14	22	6	13	3	4	6
ENSG00000140543:DET1	3	0	2	7	2	2	0	0	0
ENSG00000144040:SFXN5	46	55	47	98	64	58	80	95	84
ENSG00000184650:ODF4	484	559	522	734	491	576	390	437	521
ENSG00000127526:SLC35E1	7	11	9	24	9	11	0	0	0
ENSG00000141503:MINK1	2	1	4	4	1	3	5	3	3
ENSG00000109674:NEIL3	14245	15672	14832	19549	13211	14359	21066	21562	22704
ENSG00000181036:FCRL6	22	20	20	35	16	26	3	4	4
ENSG00000196878:LAMB3	55	59	75	97	84	86	40	37	42
ENSG00000183397:C19orf71	3055	2967	3014	3611	2198	2535	997	1234	1248
ENSG00000176988:FMR1NB	4457	4456	4673	6275	4543	4830	4750	4497	4336
ENSG00000141441:GAREM1	2	1	6	8	7	0	5	5	2
ENSG00000135074:ADAM19	2358	2545	2538	2285	1702	1740	1994	2064	2259
ENSG00000135842:NIBAN1	1194	1153	1266	1730	1264	1252	613	496	468
ENSG00000269533:AC003002.3	11	8	8	42	27	32	25	15	26
ENSG00000081791:DELE1	0	0	0	0	0	0	0	0	0
ENSG00000174586:ZNF497	0	0	0	0	0	0	0	0	0
ENSG00000005238:FAM214B	343	397	344	425	259	281	483	452	465
ENSG00000108106:UBE2S	376	485	463	627	426	436	306	281	307
ENSG00000108179:PPIF	0	0	0	2	0	2	0	0	1
ENSG00000212658:KRTAP29-1	3412	3059	3125	4340	2945	2826	3033	2609	2102
ENSG00000163554:SPTA1	3335	3402	2934	3715	2975	2964	2209	2784	2851
ENSG00000179163:FUCA1	446	476	461	646	466	522	197	176	230
ENSG00000253797:UTP14C	1502	1416	1470	2115	1455	1450	958	785	696
ENSG00000048740:CELF2	28	28	34	29	25	19	16	18	34
ENSG00000129292:PHF20L1	0	1	2	1	1	0	0	0	0
ENSG00000213085:CFAP45	110	98	94	151	81	95	134	132	111
ENSG00000166181:API5	611	690	636	1007	827	719	580	576	551
ENSG00000147434:CHRNA6	1195	1224	1194	1696	1131	1250	679	638	676
ENSG00000168310:IRF2	8188	9301	8185	16546	10419	11412	17904	15197	16930
ENSG00000103187:COTL1	297	291	295	347	277	247	575	714	715
ENSG00000164111:ANXA5	3685	3824	3491	5182	3845	3774	4440	3845	4041
ENSG00000170893:TRH	2656	2912	2678	4025	3083	2911	3181	2917	2703
ENSG00000146731:CCT6A	0	0	0	0	0	0	0	0	0
ENSG00000189144:ZNF573	721	769	711	1027	677	783	529	387	465
ENSG00000111490:TBC1D30	313	405	349	465	373	447	683	926	898
ENSG00000140470:ADAMTS17	903	1080	1012	1357	1027	1050	1029	875	961
ENSG00000149599:DUSP15	1599	1708	1460	2323	1750	1628	1090	1072	1086
ENSG00000146197:SCUBE3	211	231	279	311	240	235	225	201	229
ENSG00000205542:TMSB4X	8523	8767	8215	12049	7899	8415	5418	5699	6037
